airtemp,humidity,pressure,rainfall,tracktemp,winddirection,windspeed,round,year
26.7,44.0,1014.2,False,36.6,322,1.0,3,2022
26.7,44.0,1014.2,False,36.7,313,1.6,3,2022
26.6,44.0,1014.2,False,36.8,343,2.0,3,2022
26.8,44.0,1014.2,False,36.8,317,1.0,3,2022
27.0,43.0,1014.2,False,36.5,315,1.3,3,2022
27.1,43.0,1014.2,False,36.5,349,2.0,3,2022
27.0,43.0,1014.2,False,36.6,283,1.2,3,2022
27.1,43.0,1014.2,False,36.6,334,1.2,3,2022
27.1,43.0,1014.2,False,37.0,329,1.3,3,2022
27.2,43.0,1014.0,False,37.0,316,1.8,3,2022
27.1,43.0,1014.0,False,36.6,335,1.8,3,2022
27.2,43.0,1014.0,False,36.5,323,2.0,3,2022
27.0,43.0,1014.0,False,36.4,300,2.0,3,2022
27.0,44.0,1014.0,False,36.5,240,1.7,3,2022
27.0,43.0,1014.2,False,36.5,265,1.0,3,2022
27.0,42.0,1014.0,False,36.7,298,1.8,3,2022
26.9,43.0,1014.0,False,36.3,320,1.8,3,2022
27.0,42.0,1014.0,False,36.4,286,1.6,3,2022
27.0,42.0,1014.0,False,36.4,158,1.7,3,2022
27.0,42.0,1014.0,False,36.1,332,1.7,3,2022
27.1,42.0,1014.0,False,36.2,308,2.0,3,2022
27.0,42.0,1014.0,False,36.2,210,2.2,3,2022
27.0,42.0,1014.0,False,36.2,336,1.6,3,2022
27.0,42.0,1014.0,False,35.9,202,1.7,3,2022
27.0,42.0,1014.0,False,35.9,313,0.6,3,2022
27.1,42.0,1014.0,False,36.1,154,1.2,3,2022
27.2,42.0,1014.0,False,36.1,0,0.6,3,2022
27.3,41.0,1014.0,False,35.9,128,1.3,3,2022
27.3,41.0,1014.0,False,35.9,159,1.1,3,2022
27.4,41.0,1014.0,False,35.9,320,0.8,3,2022
27.3,40.0,1014.0,False,35.9,339,1.7,3,2022
27.3,41.0,1014.0,False,35.5,332,1.7,3,2022
27.2,41.0,1014.0,False,35.5,324,2.0,3,2022
27.2,42.0,1014.0,False,35.5,286,2.0,3,2022
27.1,41.0,1014.0,False,35.5,324,1.8,3,2022
27.1,42.0,1014.0,False,35.5,338,2.2,3,2022
27.0,41.0,1013.9,False,35.5,284,2.4,3,2022
27.1,42.0,1014.0,False,35.4,348,2.4,3,2022
27.0,42.0,1014.0,False,35.4,313,1.7,3,2022
27.0,42.0,1014.0,False,35.4,320,2.0,3,2022
27.0,42.0,1014.0,False,35.2,183,1.2,3,2022
27.1,42.0,1014.0,False,35.2,150,0.8,3,2022
27.1,41.0,1014.0,False,35.2,73,1.2,3,2022
27.1,41.0,1014.0,False,35.2,143,0.6,3,2022
27.1,40.0,1013.9,False,35.2,154,0.8,3,2022
27.1,41.0,1014.0,False,35.2,152,1.2,3,2022
27.1,40.0,1013.9,False,35.1,178,0.8,3,2022
27.1,40.0,1014.0,False,35.0,105,1.2,3,2022
27.1,40.0,1014.0,False,34.9,0,0.8,3,2022
27.1,40.0,1014.0,False,34.7,322,1.0,3,2022
27.2,41.0,1014.0,False,34.7,0,0.8,3,2022
27.2,40.0,1013.9,False,34.8,149,0.4,3,2022
27.2,41.0,1014.0,False,34.7,8,0.8,3,2022
27.3,40.0,1014.0,False,34.5,275,1.2,3,2022
27.4,41.0,1014.0,False,34.4,167,0.8,3,2022
27.2,41.0,1014.0,False,34.2,342,1.0,3,2022
27.3,41.0,1014.0,False,34.2,314,0.8,3,2022
27.3,41.0,1014.0,False,33.9,316,1.1,3,2022
27.3,41.0,1014.0,False,34.0,147,1.2,3,2022
27.3,42.0,1014.0,False,34.0,318,1.2,3,2022
27.2,42.0,1014.0,False,34.0,184,0.8,3,2022
27.1,41.0,1013.9,False,34.0,285,1.5,3,2022
27.1,40.0,1014.0,False,33.8,305,1.8,3,2022
27.0,42.0,1014.0,False,33.4,286,2.0,3,2022
11.1,91.0,1001.7,False,17.6,65,1.7,4,2022
11.1,91.0,1001.7,False,17.6,88,1.3,4,2022
11.1,91.0,1001.5,False,17.6,46,0.8,4,2022
11.2,91.0,1001.7,False,17.6,95,1.5,4,2022
11.2,91.0,1001.7,False,17.7,127,1.2,4,2022
11.1,91.0,1001.7,False,17.8,99,1.0,4,2022
11.4,92.0,1001.7,False,17.9,56,1.0,4,2022
11.4,90.0,1001.5,False,18.1,106,1.0,4,2022
11.5,91.0,1001.5,False,18.2,67,1.0,4,2022
11.6,91.0,1001.5,False,18.4,75,1.5,4,2022
11.5,91.0,1001.5,False,18.7,88,1.5,4,2022
11.6,92.0,1001.5,False,18.8,71,0.8,4,2022
11.7,91.0,1001.5,False,19.0,94,1.6,4,2022
11.7,91.0,1001.5,False,19.0,93,2.4,4,2022
11.6,90.0,1001.5,False,19.0,79,2.4,4,2022
11.6,90.0,1001.5,False,18.7,94,2.4,4,2022
11.5,91.0,1001.5,False,18.6,101,2.2,4,2022
11.6,91.0,1001.5,False,18.5,80,2.2,4,2022
11.7,91.0,1001.5,False,18.5,99,1.7,4,2022
11.7,91.0,1001.5,False,18.5,96,2.2,4,2022
11.7,91.0,1001.5,False,18.4,99,2.2,4,2022
11.7,90.0,1001.5,False,18.3,66,2.2,4,2022
11.8,90.0,1001.4,False,18.3,108,2.0,4,2022
11.8,90.0,1001.5,False,18.4,99,2.2,4,2022
11.8,90.0,1001.5,False,18.4,90,2.2,4,2022
11.9,91.0,1001.5,False,18.5,97,2.0,4,2022
11.9,90.0,1001.5,False,18.5,79,1.7,4,2022
11.9,90.0,1001.5,False,18.6,70,1.7,4,2022
12.0,90.0,1001.5,False,18.6,79,2.0,4,2022
12.2,89.0,1001.5,False,18.6,81,1.8,4,2022
12.3,90.0,1001.5,False,18.7,78,2.0,4,2022
12.3,89.0,1001.5,False,19.0,85,2.0,4,2022
12.3,89.0,1001.5,False,18.8,114,2.2,4,2022
12.2,89.0,1001.4,False,18.5,82,2.0,4,2022
12.2,89.0,1001.5,False,18.6,62,1.6,4,2022
12.2,89.0,1001.5,False,18.6,96,2.0,4,2022
12.2,89.0,1001.4,False,18.5,70,1.7,4,2022
12.3,89.0,1001.5,False,18.5,78,1.0,4,2022
12.3,89.0,1001.4,False,18.6,125,1.3,4,2022
12.3,88.0,1001.4,False,18.6,17,1.6,4,2022
12.3,88.0,1001.4,False,18.6,210,0.8,4,2022
12.4,88.0,1001.4,False,18.7,273,1.0,4,2022
12.4,88.0,1001.4,False,18.7,212,1.1,4,2022
12.6,88.0,1001.2,False,18.7,173,0.8,4,2022
12.6,88.0,1001.2,False,18.7,56,0.6,4,2022
12.7,88.0,1001.2,False,18.7,164,0.8,4,2022
12.6,87.0,1001.2,False,18.9,349,0.4,4,2022
12.7,87.0,1001.2,False,19.1,130,0.8,4,2022
12.6,87.0,1001.2,False,18.9,0,0.6,4,2022
12.6,87.0,1001.2,False,19.0,287,0.4,4,2022
12.6,86.0,1001.2,False,19.0,191,1.2,4,2022
12.6,86.0,1001.2,False,18.9,160,1.2,4,2022
12.7,85.0,1001.2,False,18.8,63,1.2,4,2022
12.7,85.0,1001.2,False,18.8,343,0.5,4,2022
12.6,84.0,1001.2,False,18.7,142,0.6,4,2022
12.6,83.0,1001.0,False,18.5,209,0.8,4,2022
12.8,84.0,1001.0,False,18.5,107,1.0,4,2022
12.8,83.0,1001.0,False,18.6,182,0.6,4,2022
12.9,82.0,1001.0,False,18.5,55,0.6,4,2022
12.9,82.0,1001.0,False,18.4,97,0.6,4,2022
12.8,81.0,1001.0,False,18.3,12,1.0,4,2022
12.9,80.0,1001.0,False,18.1,244,1.1,4,2022
12.8,80.0,1001.0,False,18.0,103,0.6,4,2022
12.9,79.0,1001.0,False,17.9,7,1.7,4,2022
13.0,79.0,1001.0,False,17.9,13,0.5,4,2022
13.0,79.0,1001.0,False,17.8,331,0.4,4,2022
13.1,79.0,1000.9,False,17.8,58,1.1,4,2022
13.1,79.0,1001.0,False,17.8,7,0.8,4,2022
13.1,78.0,1000.9,False,17.7,6,0.8,4,2022
13.0,78.0,1000.9,False,17.6,96,1.1,4,2022
13.1,78.0,1000.9,False,17.5,351,0.8,4,2022
13.0,77.0,1000.7,False,17.5,99,1.1,4,2022
13.1,78.0,1000.9,False,17.5,294,1.2,4,2022
13.1,78.0,1000.7,False,17.3,35,1.2,4,2022
13.1,77.0,1000.9,False,17.3,49,0.8,4,2022
13.1,77.0,1000.7,False,17.1,69,2.0,4,2022
13.1,76.0,1000.7,False,17.1,50,0.8,4,2022
13.1,76.0,1000.7,False,17.0,43,2.0,4,2022
13.0,75.0,1000.7,False,17.1,46,0.8,4,2022
13.1,75.0,1000.7,False,17.0,63,1.7,4,2022
13.2,75.0,1000.7,False,17.0,69,1.7,4,2022
13.3,76.0,1000.7,False,17.0,95,1.5,4,2022
13.4,76.0,1000.9,False,17.0,40,1.1,4,2022
13.4,76.0,1000.9,False,17.0,67,1.7,4,2022
13.4,76.0,1000.9,False,16.9,82,1.7,4,2022
13.4,76.0,1000.9,False,16.7,56,1.3,4,2022
13.4,76.0,1000.9,False,16.7,69,1.5,4,2022
13.5,77.0,1000.7,False,16.7,66,1.2,4,2022
13.3,77.0,1000.9,False,16.7,73,2.2,4,2022
13.3,77.0,1000.9,False,16.5,89,2.2,4,2022
13.4,79.0,1000.9,False,16.2,81,2.0,4,2022
13.4,79.0,1000.9,False,16.2,66,1.6,4,2022
13.3,80.0,1000.7,False,16.3,82,1.5,4,2022
13.3,80.0,1000.7,False,16.2,88,2.4,4,2022
13.4,80.0,1000.7,False,16.1,108,2.4,4,2022
13.4,80.0,1000.9,False,16.1,95,1.8,4,2022
13.4,81.0,1000.9,False,16.0,83,1.8,4,2022
13.4,80.0,1000.7,False,16.1,54,1.1,4,2022
13.4,80.0,1000.9,False,16.1,74,1.2,4,2022
13.3,81.0,1000.9,False,16.0,80,2.2,4,2022
13.4,81.0,1000.9,False,16.0,89,2.5,4,2022
13.3,81.0,1000.9,False,16.0,85,2.0,4,2022
13.2,81.0,1000.9,False,15.6,35,1.7,4,2022
13.2,81.0,1000.9,False,15.8,4,1.1,4,2022
13.1,81.0,1000.9,False,15.9,52,0.6,4,2022
13.2,81.0,1000.9,False,16.1,34,1.2,4,2022
13.1,81.0,1001.0,False,16.1,52,1.0,4,2022
13.1,81.0,1000.9,False,16.1,78,1.5,4,2022
13.1,81.0,1000.9,False,16.2,9,1.6,4,2022
13.2,81.0,1000.9,False,16.3,34,1.1,4,2022
13.3,81.0,1000.9,False,16.4,60,1.8,4,2022
13.3,81.0,1000.9,False,16.5,47,1.2,4,2022
13.2,81.0,1000.9,False,16.6,69,1.2,4,2022
13.2,81.0,1000.7,False,16.6,77,1.8,4,2022
13.3,81.0,1000.9,False,16.4,74,1.7,4,2022
13.4,81.0,1000.7,False,16.4,46,1.5,4,2022
13.4,81.0,1000.7,False,16.5,64,1.6,4,2022
13.4,81.0,1000.7,False,16.6,68,2.4,4,2022
13.4,81.0,1000.7,False,16.6,68,1.8,4,2022
13.4,81.0,1000.7,False,16.7,78,2.0,4,2022
13.5,81.0,1000.7,False,16.7,74,2.0,4,2022
13.4,81.0,1000.9,False,16.7,91,2.2,4,2022
13.4,81.0,1000.9,False,16.6,61,2.4,4,2022
13.4,81.0,1000.7,False,16.5,70,1.7,4,2022
13.5,81.0,1000.7,False,16.5,78,2.2,4,2022
13.4,82.0,1000.7,False,16.5,78,1.3,4,2022
13.5,82.0,1000.7,False,16.6,89,1.5,4,2022
13.5,82.0,1000.7,False,16.7,70,1.5,4,2022
13.5,82.0,1000.7,False,16.7,69,2.0,4,2022
13.5,82.0,1000.7,False,16.6,83,1.6,4,2022
13.6,82.0,1000.7,False,16.6,64,1.7,4,2022
13.6,82.0,1000.7,False,16.7,37,1.5,4,2022
13.5,82.0,1000.7,False,16.7,66,1.7,4,2022
13.5,81.0,1000.7,False,16.8,70,1.7,4,2022
13.5,82.0,1000.7,False,16.9,59,1.6,4,2022
13.6,82.0,1000.7,False,17.0,53,1.6,4,2022
13.7,82.0,1000.7,False,17.0,59,2.4,4,2022
13.6,81.0,1000.7,False,17.0,59,1.3,4,2022
13.7,81.0,1000.7,False,17.0,79,2.0,4,2022
13.7,82.0,1000.9,False,17.0,72,2.2,4,2022
13.7,81.0,1000.7,False,16.9,78,2.0,4,2022
13.7,81.0,1000.7,False,16.8,70,1.7,4,2022
13.7,81.0,1000.9,False,16.8,71,1.7,4,2022
13.8,81.0,1000.9,False,16.7,60,2.5,4,2022
13.9,81.0,1000.7,False,16.7,77,2.0,4,2022
14.0,80.0,1000.7,False,16.6,62,1.7,4,2022
13.9,80.0,1000.7,False,16.5,62,2.0,4,2022
14.0,80.0,1000.9,False,16.5,86,1.5,4,2022
14.1,81.0,1000.7,False,16.5,70,1.5,4,2022
14.1,80.0,1000.9,False,16.5,47,1.6,4,2022
14.0,80.0,1000.9,False,16.6,66,1.3,4,2022
14.0,80.0,1000.9,False,16.6,68,1.2,4,2022
14.1,80.0,1000.9,False,16.4,31,1.2,4,2022
14.1,80.0,1000.9,False,16.6,32,0.6,4,2022
14.1,80.0,1000.7,False,16.7,38,1.1,4,2022
14.1,79.0,1000.7,False,16.7,61,1.0,4,2022
14.1,79.0,1000.9,False,16.8,4,1.6,4,2022
14.2,78.0,1000.7,False,16.8,96,0.6,4,2022
31.7,49.0,1010.0,True,42.8,322,3.5,5,2022
31.4,49.0,1010.0,True,42.8,322,3.5,5,2022
31.3,49.0,1010.0,True,42.8,322,3.5,5,2022
31.2,49.0,1010.0,True,42.8,322,3.5,5,2022
30.8,53.0,1010.0,True,36.2,312,2.7,5,2022
30.8,57.0,1010.0,True,36.6,311,2.5,5,2022
30.7,55.0,1010.0,True,37.5,301,2.2,5,2022
30.6,55.0,1010.0,True,38.0,302,1.8,5,2022
30.6,56.0,1010.0,True,38.9,293,2.0,5,2022
30.6,55.0,1010.0,False,39.7,283,2.2,5,2022
30.7,55.0,1010.0,False,41.1,300,2.5,5,2022
30.7,53.0,1010.0,False,43.4,289,2.9,5,2022
30.8,54.0,1010.0,False,43.7,289,1.8,5,2022
31.0,52.0,1009.9,False,45.7,311,2.2,5,2022
31.1,51.0,1009.9,False,45.9,330,2.2,5,2022
31.3,52.0,1010.0,False,47.1,283,1.6,5,2022
31.6,51.0,1009.9,False,48.3,301,1.7,5,2022
31.9,50.0,1009.9,False,48.3,320,1.6,5,2022
31.9,50.0,1009.9,False,46.8,297,1.3,5,2022
31.9,50.0,1009.9,False,45.1,291,2.2,5,2022
31.7,49.0,1009.9,False,44.8,319,2.2,5,2022
31.6,49.0,1009.9,False,45.1,324,1.6,5,2022
31.7,49.0,1009.7,False,45.1,0,1.2,5,2022
32.1,49.0,1009.7,False,46.2,288,1.2,5,2022
32.2,49.0,1009.7,False,46.2,315,1.5,5,2022
32.3,48.0,1009.7,False,46.0,321,1.7,5,2022
32.3,48.0,1009.7,False,46.3,332,1.6,5,2022
32.3,48.0,1009.9,False,46.6,47,0.6,5,2022
32.3,49.0,1009.9,False,46.6,8,1.1,5,2022
32.3,48.0,1009.7,False,47.6,329,0.8,5,2022
32.3,48.0,1009.7,False,46.8,51,1.3,5,2022
32.3,48.0,1009.7,False,45.9,314,1.2,5,2022
32.3,48.0,1009.7,False,45.0,0,1.8,5,2022
32.2,49.0,1009.7,False,43.9,349,0.8,5,2022
32.1,49.0,1009.5,False,43.8,325,1.8,5,2022
32.2,49.0,1009.7,False,44.3,322,1.7,5,2022
32.1,50.0,1009.5,False,44.4,316,3.0,5,2022
32.0,48.0,1009.5,False,44.4,269,2.0,5,2022
32.0,47.0,1009.7,False,45.1,333,0.4,5,2022
32.0,48.0,1009.5,False,45.5,289,1.7,5,2022
32.2,47.0,1009.7,False,45.5,285,2.2,5,2022
32.2,47.0,1009.5,False,45.1,292,1.8,5,2022
32.1,47.0,1009.5,False,45.1,300,2.5,5,2022
32.2,47.0,1009.5,False,45.1,313,2.0,5,2022
32.1,47.0,1009.5,False,44.3,310,1.5,5,2022
31.9,48.0,1009.5,False,43.2,320,1.7,5,2022
31.9,48.0,1009.5,False,43.2,316,2.0,5,2022
31.8,48.0,1009.4,False,43.0,20,1.2,5,2022
31.8,47.0,1009.5,False,42.8,63,1.2,5,2022
31.6,47.0,1009.4,False,42.8,33,1.2,5,2022
31.5,47.0,1009.5,False,42.6,53,0.8,5,2022
31.5,47.0,1009.5,False,42.7,43,0.8,5,2022
31.4,50.0,1009.5,False,42.5,42,2.2,5,2022
31.1,54.0,1009.5,False,41.2,44,1.0,5,2022
31.0,57.0,1009.5,False,39.9,0,0.6,5,2022
30.8,58.0,1009.5,False,39.9,94,0.5,5,2022
30.5,59.0,1009.5,False,39.6,100,1.5,5,2022
30.3,60.0,1009.5,False,39.1,147,1.7,5,2022
30.2,61.0,1009.7,False,38.9,156,1.8,5,2022
30.0,63.0,1009.5,False,38.1,147,1.2,5,2022
30.0,63.0,1009.5,False,38.2,127,1.7,5,2022
30.1,64.0,1009.5,False,39.0,161,1.0,5,2022
30.2,64.0,1009.7,False,39.0,156,2.5,5,2022
30.2,63.0,1009.7,False,39.7,119,2.0,5,2022
30.2,63.0,1009.4,False,39.7,150,1.6,5,2022
30.4,62.0,1009.5,False,40.4,140,1.7,5,2022
30.7,62.0,1009.2,False,42.4,153,1.7,5,2022
31.0,61.0,1009.2,False,44.0,94,2.5,5,2022
31.3,60.0,1009.4,False,46.5,165,1.7,5,2022
31.4,59.0,1009.4,False,46.5,139,2.2,5,2022
31.3,60.0,1009.2,False,46.4,142,2.0,5,2022
31.3,61.0,1009.4,False,46.0,161,2.4,5,2022
31.4,61.0,1009.4,False,46.0,89,1.5,5,2022
31.5,60.0,1009.4,False,46.3,182,1.2,5,2022
31.7,60.0,1009.2,False,48.1,152,2.2,5,2022
31.7,59.0,1009.2,False,46.7,104,2.7,5,2022
31.6,60.0,1009.2,False,46.7,163,1.7,5,2022
31.6,59.0,1009.2,False,46.6,118,1.7,5,2022
31.3,60.0,1009.2,False,45.0,110,2.4,5,2022
31.1,60.0,1009.2,False,44.9,117,1.7,5,2022
31.0,61.0,1009.2,False,44.9,148,2.0,5,2022
30.9,60.0,1009.2,False,45.6,99,2.7,5,2022
30.7,61.0,1009.2,False,45.2,182,2.2,5,2022
30.6,61.0,1009.2,False,45.2,155,2.2,5,2022
30.5,60.0,1009.2,False,45.2,181,2.5,5,2022
30.3,60.0,1009.2,False,46.5,148,3.5,5,2022
30.2,61.0,1009.2,False,45.1,133,2.2,5,2022
30.0,62.0,1009.2,False,44.8,151,2.7,5,2022
30.2,62.0,1009.2,False,45.7,161,1.7,5,2022
30.2,62.0,1009.2,False,45.3,165,2.2,5,2022
30.2,63.0,1009.2,False,44.7,155,1.7,5,2022
30.1,62.0,1009.2,False,43.3,128,2.2,5,2022
30.0,62.0,1009.2,False,42.9,155,2.2,5,2022
29.9,63.0,1009.4,False,42.6,142,3.5,5,2022
29.8,64.0,1009.4,False,42.6,136,2.5,5,2022
29.7,64.0,1009.2,False,42.3,106,2.4,5,2022
29.8,64.0,1009.2,False,42.3,109,4.0,5,2022
29.7,64.0,1009.4,False,42.4,153,3.4,5,2022
29.8,63.0,1009.0,False,42.1,154,2.7,5,2022
29.9,63.0,1009.2,False,42.3,112,3.2,5,2022
30.0,63.0,1009.2,False,42.1,100,3.5,5,2022
30.0,64.0,1009.2,False,42.5,149,3.7,5,2022
30.0,64.0,1009.0,False,43.7,139,2.5,5,2022
30.1,64.0,1009.2,False,44.1,104,1.8,5,2022
30.2,63.0,1009.2,False,44.5,160,2.0,5,2022
30.2,63.0,1009.0,False,44.5,164,3.4,5,2022
30.3,62.0,1009.2,False,46.4,177,4.1,5,2022
30.1,63.0,1009.0,False,46.4,158,3.5,5,2022
30.0,63.0,1009.0,False,45.6,171,4.6,5,2022
30.0,63.0,1009.2,False,45.1,163,3.7,5,2022
29.9,63.0,1009.0,False,43.8,114,5.0,5,2022
29.8,63.0,1009.2,False,43.8,176,3.2,5,2022
29.9,63.0,1009.0,False,45.0,129,3.5,5,2022
29.8,63.0,1009.0,False,44.3,167,2.7,5,2022
29.9,64.0,1009.2,False,44.3,128,3.7,5,2022
29.9,64.0,1009.0,False,44.3,142,3.0,5,2022
29.8,63.0,1009.0,False,43.0,125,3.0,5,2022
29.6,64.0,1009.0,False,42.1,128,3.2,5,2022
29.5,64.0,1009.0,False,41.8,136,3.7,5,2022
29.4,64.0,1009.0,False,41.8,160,3.4,5,2022
29.4,65.0,1009.0,False,41.0,106,2.7,5,2022
29.6,64.0,1009.0,False,41.7,112,3.4,5,2022
29.6,64.0,1009.0,False,41.7,131,2.9,5,2022
29.7,64.0,1008.9,False,42.9,164,2.4,5,2022
29.8,63.0,1009.0,False,42.7,149,2.7,5,2022
29.8,63.0,1008.9,False,41.4,155,2.9,5,2022
29.9,64.0,1008.9,False,41.4,114,2.7,5,2022
29.8,64.0,1008.9,False,41.1,138,3.0,5,2022
29.9,64.0,1008.9,False,41.1,148,3.4,5,2022
29.9,65.0,1009.0,False,40.4,128,2.2,5,2022
29.8,65.0,1008.9,False,40.5,125,3.0,5,2022
29.7,66.0,1009.0,False,40.2,137,2.5,5,2022
29.6,66.0,1008.9,False,40.2,150,2.5,5,2022
29.5,66.0,1009.0,False,40.3,167,3.2,5,2022
29.5,66.0,1008.9,False,40.6,158,3.0,5,2022
29.4,66.0,1008.9,False,40.3,169,2.7,5,2022
29.5,65.0,1008.7,False,40.1,166,3.4,5,2022
29.5,66.0,1008.7,False,39.8,151,3.0,5,2022
29.5,66.0,1008.7,False,39.6,128,2.9,5,2022
29.5,67.0,1008.9,False,40.4,150,2.2,5,2022
29.5,67.0,1008.7,False,40.5,107,2.4,5,2022
29.6,67.0,1008.7,False,40.7,174,2.0,5,2022
29.5,66.0,1008.9,False,40.7,150,2.0,5,2022
29.6,66.0,1008.7,False,39.8,116,2.4,5,2022
29.6,66.0,1008.7,False,39.6,150,2.2,5,2022
29.7,66.0,1008.7,False,39.5,131,1.8,5,2022
29.7,66.0,1008.7,False,39.5,158,2.0,5,2022
29.6,67.0,1008.7,False,38.6,166,1.7,5,2022
29.6,67.0,1008.7,False,38.7,153,1.8,5,2022
29.7,67.0,1008.7,False,39.2,151,2.7,5,2022
29.7,65.0,1008.7,False,39.4,154,2.4,5,2022
29.5,66.0,1008.7,False,38.5,100,2.7,5,2022
29.5,66.0,1008.9,False,38.5,86,2.7,5,2022
29.4,67.0,1008.7,False,38.5,91,1.1,5,2022
29.6,67.0,1008.7,False,39.2,122,1.7,5,2022
29.6,66.0,1008.9,False,39.2,125,2.7,5,2022
29.7,67.0,1008.9,False,39.7,136,2.5,5,2022
29.7,67.0,1008.9,False,40.0,69,1.7,5,2022
29.7,67.0,1008.9,False,40.6,119,2.5,5,2022
29.8,67.0,1008.7,False,41.3,146,2.4,5,2022
29.9,66.0,1008.7,False,41.0,142,1.7,5,2022
30.0,66.0,1008.7,False,40.8,124,2.5,5,2022
36.3,8.0,996.9,False,48.3,196,3.2,6,2022
36.2,8.0,996.9,False,48.4,190,3.5,6,2022
36.1,8.0,996.7,False,48.6,170,3.5,6,2022
36.1,7.0,996.7,False,48.8,155,4.0,6,2022
36.1,7.0,996.7,False,48.8,183,5.5,6,2022
36.1,7.0,996.7,False,48.4,182,5.5,6,2022
36.0,7.0,996.7,False,48.3,164,5.0,6,2022
36.1,8.0,996.9,False,48.3,170,4.4,6,2022
36.1,7.0,996.7,False,48.3,191,3.5,6,2022
36.1,8.0,996.7,False,48.4,195,4.6,6,2022
36.3,8.0,996.9,False,48.4,189,4.8,6,2022
36.2,8.0,996.7,False,48.4,192,4.8,6,2022
36.0,8.0,996.7,False,48.3,190,4.8,6,2022
35.9,8.0,996.7,False,48.4,182,4.5,6,2022
36.0,8.0,996.7,False,48.5,178,3.9,6,2022
36.0,8.0,996.7,False,48.5,187,4.0,6,2022
36.0,9.0,996.7,False,48.5,200,1.5,6,2022
36.1,9.0,996.7,False,48.8,207,3.2,6,2022
36.2,8.0,996.5,False,48.8,190,4.0,6,2022
36.3,8.0,996.7,False,48.8,186,4.8,6,2022
36.3,8.0,996.7,False,48.7,191,4.0,6,2022
36.2,8.0,996.7,False,48.7,192,4.0,6,2022
36.2,8.0,996.5,False,48.7,178,3.2,6,2022
36.4,7.0,996.7,False,48.8,194,5.0,6,2022
36.4,7.0,996.7,False,48.7,189,4.0,6,2022
36.3,7.0,996.7,False,48.8,195,4.6,6,2022
36.2,8.0,996.7,False,48.8,195,3.0,6,2022
36.3,8.0,996.5,False,48.7,195,4.0,6,2022
36.3,8.0,996.5,False,48.7,187,4.0,6,2022
36.3,8.0,996.5,False,48.7,209,3.0,6,2022
36.2,7.0,996.5,False,48.9,190,3.7,6,2022
36.4,8.0,996.5,False,48.9,180,2.7,6,2022
36.3,7.0,996.5,False,48.9,171,4.9,6,2022
36.2,7.0,996.5,False,48.8,168,3.0,6,2022
36.3,7.0,996.5,False,48.7,161,5.0,6,2022
36.2,7.0,996.5,False,48.6,186,5.0,6,2022
36.1,7.0,996.5,False,48.6,180,4.8,6,2022
36.1,7.0,996.5,False,48.7,198,4.6,6,2022
36.0,7.0,996.5,False,48.8,194,3.0,6,2022
36.1,7.0,996.5,False,49.0,180,2.7,6,2022
36.1,7.0,996.4,False,49.1,183,4.3,6,2022
36.2,7.0,996.5,False,49.2,182,5.0,6,2022
36.2,7.0,996.5,False,49.1,167,5.0,6,2022
36.3,7.0,996.5,False,48.9,213,2.5,6,2022
36.3,7.0,996.5,False,49.1,181,3.0,6,2022
36.3,7.0,996.2,False,49.0,157,4.5,6,2022
36.3,7.0,996.4,False,49.1,193,4.5,6,2022
36.4,7.0,996.4,False,49.1,197,4.9,6,2022
36.4,7.0,996.4,False,49.1,184,4.5,6,2022
36.2,7.0,996.4,False,49.1,182,3.9,6,2022
36.2,7.0,996.4,False,49.1,185,4.0,6,2022
36.1,6.0,996.4,False,49.1,191,4.8,6,2022
36.2,7.0,996.5,False,49.1,180,4.4,6,2022
36.2,7.0,996.2,False,49.1,174,4.0,6,2022
36.2,6.0,996.5,False,49.2,184,3.5,6,2022
36.2,7.0,996.2,False,49.1,186,4.6,6,2022
36.3,7.0,996.2,False,49.2,196,4.8,6,2022
36.3,7.0,996.4,False,49.2,180,4.0,6,2022
36.4,7.0,996.2,False,49.3,187,3.0,6,2022
36.4,7.0,996.2,False,49.3,175,4.5,6,2022
36.4,7.0,996.0,False,49.3,182,3.0,6,2022
36.5,7.0,996.2,False,49.3,174,3.4,6,2022
36.6,7.0,996.2,False,49.3,163,3.2,6,2022
36.6,6.0,996.2,False,49.3,170,4.0,6,2022
36.7,7.0,996.2,False,49.4,174,2.7,6,2022
36.7,7.0,996.2,False,49.4,178,2.9,6,2022
36.9,6.0,996.2,False,49.4,194,3.5,6,2022
36.9,6.0,996.0,False,49.4,177,4.4,6,2022
37.0,6.0,996.2,False,49.5,187,3.2,6,2022
37.0,6.0,996.0,False,49.3,178,3.7,6,2022
37.0,6.0,996.0,False,49.3,172,2.9,6,2022
36.9,6.0,996.2,False,49.5,113,3.5,6,2022
36.8,6.0,996.0,False,49.5,190,2.4,6,2022
37.0,6.0,996.2,False,49.5,167,3.2,6,2022
37.0,6.0,996.2,False,49.5,180,3.2,6,2022
36.9,6.0,996.2,False,49.3,195,3.7,6,2022
37.0,6.0,996.0,False,49.6,181,2.5,6,2022
37.0,6.0,996.0,False,49.7,185,4.3,6,2022
36.9,6.0,996.0,False,49.7,182,4.0,6,2022
37.0,6.0,996.2,False,49.7,191,4.4,6,2022
37.0,6.0,996.0,False,49.7,196,3.2,6,2022
37.0,6.0,996.0,False,49.7,189,3.2,6,2022
36.9,6.0,996.0,False,49.7,184,3.9,6,2022
36.8,6.0,995.9,False,49.7,179,3.5,6,2022
