airtemp,humidity,pressure,rainfall,tracktemp,winddirection,windspeed,round,year
23.6,70.6,1015.5,False,45.0,195,0.9,1,2019
23.6,70.7,1015.4,False,45.0,0,1.4,1,2019
23.8,70.4,1015.5,False,45.0,126,0.0,1,2019
24.0,68.3,1015.5,False,45.0,0,1.1,1,2019
24.0,68.3,1015.5,False,45.0,0,1.1,1,2019
23.8,70.0,1015.4,False,45.0,176,1.1,1,2019
23.8,70.0,1015.4,False,45.0,176,1.1,1,2019
24.0,68.8,1015.5,False,45.0,165,1.1,1,2019
23.9,69.6,1015.4,False,45.0,183,1.3,1,2019
23.9,69.3,1015.5,False,45.0,169,1.5,1,2019
23.9,69.3,1015.5,False,45.0,169,1.5,1,2019
24.0,69.2,1015.5,False,45.0,182,0.4,1,2019
24.0,69.2,1015.5,False,45.0,182,0.4,1,2019
24.0,69.0,1015.5,False,45.0,151,0.9,1,2019
24.0,69.0,1015.5,False,45.0,151,0.9,1,2019
23.8,69.4,1015.3,False,43.8,295,0.6,1,2019
23.8,69.4,1015.3,False,43.8,295,0.6,1,2019
24.1,68.3,1015.4,False,43.0,179,1.3,1,2019
23.9,69.2,1015.4,False,42.5,20,1.2,1,2019
23.8,69.9,1015.4,False,42.5,155,0.4,1,2019
23.8,69.9,1015.4,False,42.5,155,0.4,1,2019
24.0,68.9,1015.4,False,43.7,269,1.1,1,2019
24.1,68.8,1015.4,False,43.9,171,0.9,1,2019
24.1,68.9,1015.4,False,43.9,160,1.1,1,2019
23.9,68.9,1015.3,False,43.8,196,0.9,1,2019
23.7,69.6,1015.4,False,43.8,172,0.8,1,2019
23.8,70.3,1015.4,False,43.8,184,1.1,1,2019
23.9,69.7,1015.3,False,43.8,0,1.2,1,2019
23.9,69.7,1015.3,False,43.8,0,1.2,1,2019
23.8,69.5,1015.4,False,44.3,170,1.1,1,2019
23.7,70.3,1015.4,False,43.6,176,1.4,1,2019
23.6,69.7,1015.5,False,43.5,158,1.2,1,2019
23.6,70.1,1015.3,False,43.3,191,1.3,1,2019
23.5,70.5,1015.4,False,43.4,68,1.3,1,2019
23.6,70.3,1015.4,False,43.4,194,0.8,1,2019
23.7,69.1,1015.3,False,43.4,328,1.8,1,2019
23.7,69.1,1015.4,False,43.0,149,1.2,1,2019
23.6,69.4,1015.3,False,43.0,184,1.6,1,2019
23.5,70.5,1015.3,False,42.9,178,2.2,1,2019
23.4,70.8,1015.3,False,42.9,0,1.4,1,2019
23.4,70.8,1015.3,False,42.5,193,1.0,1,2019
23.4,70.7,1015.3,False,42.5,333,1.1,1,2019
23.5,70.0,1015.3,False,42.8,152,1.7,1,2019
23.5,69.7,1015.4,False,42.8,198,0.9,1,2019
23.5,70.3,1015.4,False,42.3,98,1.2,1,2019
23.5,70.2,1015.4,False,42.3,184,0.9,1,2019
23.6,69.8,1015.4,False,42.0,192,1.1,1,2019
23.5,70.5,1015.3,False,41.6,175,1.5,1,2019
23.4,70.8,1015.3,False,41.5,187,1.4,1,2019
23.3,70.5,1015.3,False,41.9,178,1.7,1,2019
23.4,69.7,1015.4,False,41.9,0,1.8,1,2019
23.4,69.9,1015.4,False,41.5,200,1.2,1,2019
23.4,70.5,1015.3,False,41.5,0,1.5,1,2019
23.5,70.2,1015.3,False,41.6,181,0.7,1,2019
23.5,70.4,1015.4,False,41.6,171,0.6,1,2019
23.5,70.1,1015.4,False,41.2,156,1.3,1,2019
23.5,70.1,1015.4,False,41.2,156,1.3,1,2019
23.4,70.0,1015.4,False,41.3,162,0.7,1,2019
23.4,70.0,1015.4,False,41.3,162,0.7,1,2019
23.3,70.4,1015.4,False,41.9,191,1.4,1,2019
23.3,70.6,1015.4,False,41.7,179,1.3,1,2019
23.3,70.7,1015.3,False,41.7,183,1.4,1,2019
23.3,70.6,1015.3,False,41.1,182,1.0,1,2019
23.3,70.6,1015.4,False,41.1,182,0.7,1,2019
23.3,70.6,1015.4,False,41.1,182,0.7,1,2019
23.3,70.6,1015.4,False,41.1,182,0.7,1,2019
23.3,70.8,1015.3,False,41.3,184,0.9,1,2019
23.3,70.8,1015.3,False,41.3,184,0.9,1,2019
23.3,70.7,1015.4,False,40.4,186,1.6,1,2019
23.2,71.0,1015.4,False,40.6,167,1.7,1,2019
23.1,71.2,1015.4,False,40.6,0,1.6,1,2019
23.1,71.2,1015.4,False,40.6,0,1.6,1,2019
23.3,70.4,1015.2,False,40.6,176,1.6,1,2019
23.3,70.7,1015.3,False,40.6,186,1.8,1,2019
23.1,71.0,1015.3,False,40.6,151,2.4,1,2019
22.8,72.3,1015.3,False,40.0,187,1.1,1,2019
22.9,72.1,1015.2,False,40.2,146,0.9,1,2019
22.9,72.1,1015.2,False,40.2,146,0.9,1,2019
23.0,72.4,1015.3,False,40.2,168,1.5,1,2019
23.1,71.4,1015.3,False,40.3,191,1.6,1,2019
23.1,71.7,1015.2,False,40.0,184,1.1,1,2019
23.2,71.6,1015.3,False,40.0,194,1.5,1,2019
23.1,72.1,1015.3,False,39.6,167,1.9,1,2019
23.1,71.9,1015.2,False,39.6,155,1.4,1,2019
23.2,71.5,1015.3,False,39.4,182,1.1,1,2019
23.2,71.6,1015.3,False,39.1,174,1.7,1,2019
23.2,71.6,1015.3,False,39.1,174,1.7,1,2019
23.1,71.6,1015.4,False,38.8,189,1.0,1,2019
23.3,71.5,1015.3,False,38.6,16,1.2,1,2019
23.3,70.8,1015.3,False,38.8,165,1.5,1,2019
23.3,70.8,1015.3,False,38.8,165,1.5,1,2019
23.2,70.8,1015.3,False,39.0,188,1.5,1,2019
23.2,71.3,1015.2,False,38.9,190,1.2,1,2019
23.2,71.5,1015.4,False,38.6,192,1.3,1,2019
23.3,71.4,1015.3,False,38.6,147,1.6,1,2019
23.4,71.0,1015.3,False,38.5,226,1.1,1,2019
23.3,71.0,1015.2,False,38.5,208,0.9,1,2019
23.3,71.0,1015.3,False,38.2,178,1.6,1,2019
23.3,71.1,1015.2,False,38.2,182,1.8,1,2019
23.3,71.7,1015.2,False,38.4,180,1.4,1,2019
23.3,71.8,1015.2,False,38.6,284,1.5,1,2019
23.3,71.7,1015.2,False,38.2,139,1.2,1,2019
23.3,71.7,1015.2,False,38.2,139,1.2,1,2019
23.4,71.1,1015.2,False,37.7,208,0.7,1,2019
23.4,70.6,1015.2,False,37.6,0,1.2,1,2019
23.4,71.1,1015.3,False,37.6,185,0.6,1,2019
23.4,71.1,1015.3,False,37.6,185,0.6,1,2019
23.4,71.0,1015.2,False,37.2,0,1.3,1,2019
23.4,71.0,1015.2,False,37.2,0,1.3,1,2019
23.3,71.3,1015.1,False,37.7,179,0.8,1,2019
23.3,71.3,1015.1,False,37.7,179,0.8,1,2019
23.4,70.4,1015.2,False,37.6,0,0.7,1,2019
23.4,70.4,1015.2,False,37.6,0,0.7,1,2019
23.5,70.2,1015.2,False,37.6,170,0.9,1,2019
23.5,70.2,1015.2,False,37.6,170,0.9,1,2019
23.6,69.6,1015.2,False,37.3,0,1.1,1,2019
23.5,69.7,1015.1,False,37.3,188,1.5,1,2019
23.4,70.1,1015.2,False,37.1,195,1.0,1,2019
26.3,53.6,1003.7,False,29.4,14,3.0,2,2019
26.3,53.6,1003.7,False,29.4,4,2.4,2,2019
26.2,53.7,1003.7,False,29.3,24,2.6,2,2019
26.2,53.9,1003.7,False,29.1,341,2.9,2,2019
26.2,53.9,1003.7,False,29.0,6,3.4,2,2019
26.1,54.2,1003.8,False,29.0,6,3.3,2,2019
26.1,54.3,1003.7,False,28.9,23,2.9,2,2019
26.1,54.5,1003.6,False,28.9,25,3.5,2,2019
26.1,54.9,1003.7,False,28.9,13,3.1,2,2019
26.0,55.0,1003.7,False,28.8,1,3.0,2,2019
26.0,55.3,1003.7,False,28.7,20,2.8,2,2019
26.0,55.6,1003.6,False,28.7,24,2.3,2,2019
26.0,55.5,1003.5,False,28.7,350,3.2,2,2019
26.0,55.4,1003.6,False,28.7,13,2.9,2,2019
26.0,55.7,1003.7,False,28.6,10,3.5,2,2019
25.9,55.8,1003.7,False,28.5,349,3.4,2,2019
26.0,55.8,1003.5,False,28.6,11,3.1,2,2019
26.0,55.8,1003.6,False,29.5,30,2.9,2,2019
26.0,55.8,1003.8,False,29.5,58,2.5,2,2019
26.0,56.0,1003.7,False,29.5,15,2.6,2,2019
26.0,55.9,1003.5,False,29.4,357,2.4,2,2019
26.0,55.8,1003.5,False,29.4,16,3.2,2,2019
26.0,56.0,1003.6,False,29.5,16,2.7,2,2019
25.9,56.3,1003.5,False,29.4,9,3.2,2,2019
25.9,55.7,1003.5,False,29.4,358,3.2,2,2019
25.9,55.8,1003.5,False,29.4,9,3.3,2,2019
25.9,55.7,1003.3,False,29.3,36,3.0,2,2019
25.9,55.8,1003.3,False,29.2,24,2.8,2,2019
25.9,55.4,1003.5,False,29.2,12,2.4,2,2019
26.0,55.0,1003.4,False,29.2,61,3.6,2,2019
26.0,55.0,1003.4,False,29.3,25,3.9,2,2019
26.0,54.4,1003.4,False,29.3,21,2.5,2,2019
26.0,54.4,1003.4,False,29.3,356,2.5,2,2019
26.1,54.5,1003.3,False,29.2,16,2.3,2,2019
26.1,54.1,1003.5,False,29.2,45,2.8,2,2019
26.1,53.9,1003.5,False,29.3,22,2.3,2,2019
26.1,53.7,1003.5,False,29.3,70,3.0,2,2019
26.2,53.6,1003.4,False,29.3,11,1.6,2,2019
26.2,53.8,1003.4,False,29.3,36,1.9,2,2019
26.2,54.0,1003.4,False,29.3,10,1.9,2,2019
26.2,54.0,1003.5,False,29.2,41,3.1,2,2019
26.2,53.9,1003.5,False,29.2,29,3.1,2,2019
26.2,54.2,1003.5,False,29.3,59,3.4,2,2019
26.2,54.3,1003.4,False,29.2,3,2.3,2,2019
26.2,54.3,1003.5,False,29.2,15,2.3,2,2019
26.2,54.2,1003.6,False,29.1,40,2.9,2,2019
26.2,54.3,1003.5,False,29.1,355,2.4,2,2019
26.2,54.4,1003.6,False,29.1,49,2.9,2,2019
26.2,54.3,1003.6,False,28.9,41,2.7,2,2019
26.1,54.7,1003.5,False,28.9,53,3.1,2,2019
26.1,54.9,1003.6,False,28.8,22,1.9,2,2019
26.1,55.1,1003.5,False,28.8,334,2.5,2,2019
26.1,55.0,1003.5,False,28.8,33,1.7,2,2019
26.1,54.9,1003.6,False,28.8,31,2.5,2,2019
26.1,55.2,1003.6,False,28.8,4,2.5,2,2019
26.1,55.2,1003.7,False,28.9,352,1.6,2,2019
26.1,55.1,1003.8,False,28.8,29,1.8,2,2019
26.1,55.2,1003.7,False,28.8,26,2.1,2,2019
26.1,55.3,1003.7,False,28.8,17,2.0,2,2019
26.1,55.5,1003.7,False,28.8,47,2.1,2,2019
26.1,55.5,1003.7,False,28.7,34,2.4,2,2019
26.1,55.3,1003.7,False,28.7,2,2.7,2,2019
26.1,55.2,1003.7,False,28.7,27,2.1,2,2019
26.1,54.8,1003.7,False,28.8,85,2.2,2,2019
26.1,54.0,1003.7,False,28.8,59,2.3,2,2019
26.2,53.6,1003.7,False,29.0,345,2.5,2,2019
26.3,53.4,1003.5,False,29.0,31,3.0,2,2019
26.3,53.1,1003.6,False,28.8,30,2.2,2,2019
26.3,52.8,1003.5,False,28.8,50,2.2,2,2019
26.3,52.2,1003.6,False,28.9,63,2.5,2,2019
26.4,51.9,1003.6,False,28.9,59,2.1,2,2019
26.4,51.3,1003.3,False,28.9,9,2.9,2,2019
26.5,51.3,1003.5,False,28.9,12,1.9,2,2019
26.5,51.3,1003.4,False,28.9,37,2.2,2,2019
26.5,51.3,1003.4,False,28.9,31,2.7,2,2019
26.5,50.9,1003.4,False,28.8,39,2.1,2,2019
26.5,50.4,1003.3,False,28.8,44,2.5,2,2019
26.5,50.0,1003.3,False,28.8,30,2.4,2,2019
26.5,49.0,1003.2,False,28.8,40,3.2,2,2019
26.6,48.9,1003.3,False,28.9,12,2.3,2,2019
26.6,48.8,1003.4,False,28.8,27,3.0,2,2019
26.6,48.9,1003.4,False,28.7,22,2.9,2,2019
26.6,49.1,1003.3,False,28.6,41,2.5,2,2019
26.6,49.2,1003.4,False,28.6,50,2.5,2,2019
26.6,49.4,1003.3,False,28.6,9,2.4,2,2019
26.6,49.5,1003.2,False,28.5,36,3.1,2,2019
26.6,49.7,1003.2,False,28.4,19,2.6,2,2019
26.6,49.9,1003.2,False,28.4,38,2.6,2,2019
26.6,49.9,1003.2,False,28.4,54,2.6,2,2019
26.5,50.0,1003.4,False,28.3,357,2.9,2,2019
26.5,50.2,1003.4,False,28.3,50,2.3,2,2019
26.5,50.5,1003.3,False,28.3,43,3.1,2,2019
26.5,50.5,1003.3,False,28.3,65,2.0,2,2019
26.5,50.8,1003.4,False,28.3,17,2.8,2,2019
26.5,50.9,1003.2,False,28.2,55,3.0,2,2019
26.5,51.0,1003.4,False,28.1,28,2.3,2,2019
26.4,51.3,1003.3,False,28.1,52,2.8,2,2019
26.4,51.5,1003.3,False,28.0,45,2.4,2,2019
26.4,51.5,1003.3,False,28.0,45,2.4,2,2019
26.4,51.7,1003.2,False,28.0,31,2.6,2,2019
26.4,51.8,1003.2,False,28.0,23,3.3,2,2019
26.3,51.7,1003.3,False,28.0,53,2.7,2,2019
26.3,51.8,1003.2,False,28.0,22,3.4,2,2019
26.3,51.8,1003.2,False,28.0,47,2.8,2,2019
26.3,52.0,1003.1,False,28.0,69,3.2,2,2019
26.3,52.3,1003.3,False,27.8,62,2.6,2,2019
26.3,52.5,1003.4,False,27.8,59,2.5,2,2019
26.3,52.7,1003.2,False,27.7,63,3.1,2,2019
26.2,52.8,1003.2,False,27.7,63,2.8,2,2019
26.2,52.9,1003.4,False,27.7,39,2.6,2,2019
26.2,53.0,1003.3,False,27.7,60,2.9,2,2019
26.2,53.2,1003.3,False,27.6,33,3.3,2,2019
26.2,53.3,1003.4,False,27.6,56,3.3,2,2019
26.1,53.5,1003.2,False,27.5,58,2.9,2,2019
26.1,53.8,1003.1,False,27.5,60,2.9,2,2019
26.1,53.6,1003.0,False,27.5,19,3.6,2,2019
26.1,53.7,1003.4,False,27.5,57,2.9,2,2019
26.1,53.7,1003.3,False,27.5,44,2.5,2,2019
26.1,53.9,1003.3,False,27.6,30,2.3,2,2019
26.1,53.9,1003.3,False,27.6,52,2.6,2,2019
26.1,54.0,1003.3,False,27.6,39,3.0,2,2019
26.1,53.8,1003.2,False,27.6,40,2.7,2,2019
26.1,53.9,1003.0,False,27.5,13,2.9,2,2019
26.1,53.9,1003.1,False,27.5,25,3.4,2,2019
26.1,53.7,1003.1,False,27.6,41,3.2,2,2019
26.1,53.8,1003.1,False,27.6,24,3.4,2,2019
26.1,54.1,1003.1,False,27.4,56,3.0,2,2019
26.1,54.1,1003.2,False,27.4,19,2.5,2,2019
26.1,54.2,1003.2,False,27.4,57,3.5,2,2019
19.5,43.9,1019.3,False,30.6,135,2.1,3,2019
19.6,43.2,1019.1,False,30.4,85,2.2,3,2019
19.5,43.6,1019.2,False,30.4,116,2.7,3,2019
19.4,42.8,1019.0,False,30.1,84,3.5,3,2019
19.3,43.5,1019.2,False,30.0,142,1.9,3,2019
19.3,43.6,1019.1,False,29.9,114,3.3,3,2019
19.2,44.1,1019.0,False,29.9,103,3.1,3,2019
19.2,44.3,1019.2,False,29.7,106,3.7,3,2019
19.1,44.7,1019.1,False,29.6,83,3.4,3,2019
19.2,44.7,1019.1,False,29.6,105,2.4,3,2019
19.3,44.4,1019.3,False,29.6,88,2.4,3,2019
19.2,44.7,1019.2,False,29.2,177,3.3,3,2019
19.1,45.3,1019.2,False,29.2,104,2.2,3,2019
19.0,45.7,1019.1,False,29.3,93,2.3,3,2019
19.1,45.7,1019.1,False,29.3,98,2.2,3,2019
19.2,45.4,1019.2,False,29.5,76,1.5,3,2019
19.4,45.0,1019.2,False,29.5,105,2.3,3,2019
19.4,44.8,1019.2,False,29.4,113,2.6,3,2019
19.4,45.4,1019.2,False,29.3,85,2.4,3,2019
19.5,45.4,1019.2,False,29.3,114,3.7,3,2019
19.4,45.4,1019.2,False,29.3,147,3.7,3,2019
19.3,45.9,1019.2,False,29.0,92,1.5,3,2019
19.4,45.9,1019.2,False,29.2,105,2.3,3,2019
19.4,45.7,1019.3,False,29.2,131,2.1,3,2019
19.6,45.7,1019.3,False,29.3,109,2.2,3,2019
19.5,45.5,1019.2,False,29.3,105,2.5,3,2019
19.5,45.6,1019.2,False,29.1,97,3.3,3,2019
19.6,45.9,1019.3,False,29.1,85,3.5,3,2019
19.4,45.3,1019.2,False,29.0,114,3.5,3,2019
19.4,45.0,1019.2,False,29.0,119,3.4,3,2019
19.4,45.0,1019.3,False,29.0,98,2.2,3,2019
19.4,44.9,1019.2,False,29.0,74,2.2,3,2019
19.5,44.5,1019.2,False,29.0,111,3.8,3,2019
19.6,44.7,1019.2,False,28.8,130,3.0,3,2019
19.4,45.4,1019.1,False,28.8,113,2.7,3,2019
19.4,45.1,1019.1,False,28.9,79,2.6,3,2019
19.7,45.1,1019.1,False,28.9,87,4.0,3,2019
19.8,43.4,1019.1,False,28.9,84,3.2,3,2019
19.7,43.3,1019.1,False,28.5,92,4.1,3,2019
19.6,43.8,1019.1,False,28.3,89,3.3,3,2019
19.6,43.9,1019.1,False,28.3,88,3.9,3,2019
19.4,44.0,1019.1,False,28.2,91,4.0,3,2019
19.5,43.5,1019.1,False,28.1,68,3.4,3,2019
19.5,43.9,1019.1,False,28.1,86,3.7,3,2019
19.6,43.4,1019.1,False,28.1,77,4.6,3,2019
19.6,44.0,1019.2,False,28.1,97,2.7,3,2019
19.6,44.5,1019.2,False,28.0,99,3.6,3,2019
19.5,44.7,1019.2,False,27.9,108,3.2,3,2019
19.6,45.0,1019.2,False,27.9,61,4.0,3,2019
19.6,45.1,1019.2,False,27.9,90,3.6,3,2019
19.7,44.8,1019.2,False,28.0,84,3.5,3,2019
19.6,45.2,1019.1,False,27.8,84,3.6,3,2019
19.6,45.3,1019.1,False,27.8,76,3.3,3,2019
19.5,45.7,1019.0,False,27.8,95,3.9,3,2019
19.7,44.6,1019.1,False,27.5,101,3.6,3,2019
19.7,44.6,1019.1,False,27.5,101,3.6,3,2019
19.6,44.1,1019.2,False,27.5,90,3.2,3,2019
19.7,43.2,1019.2,False,27.6,96,4.1,3,2019
19.6,43.3,1019.2,False,27.6,85,3.2,3,2019
19.8,43.0,1019.2,False,27.2,90,3.3,3,2019
19.6,43.3,1019.2,False,27.2,104,3.8,3,2019
19.6,43.5,1019.2,False,27.2,106,4.3,3,2019
19.5,43.3,1019.2,False,27.2,102,4.8,3,2019
19.3,43.7,1019.2,False,27.0,95,3.6,3,2019
19.3,44.2,1019.2,False,27.0,94,3.2,3,2019
19.4,44.4,1019.2,False,27.0,92,3.8,3,2019
19.5,44.5,1019.2,False,27.0,82,3.7,3,2019
19.4,44.9,1019.2,False,27.0,90,4.0,3,2019
19.5,45.0,1019.1,False,26.8,90,4.3,3,2019
19.4,45.2,1019.1,False,26.8,86,3.7,3,2019
19.4,45.5,1019.1,False,26.6,109,3.9,3,2019
19.4,45.9,1019.2,False,26.4,87,3.0,3,2019
19.3,46.2,1019.1,False,26.4,103,3.2,3,2019
19.3,46.2,1019.2,False,26.7,91,2.7,3,2019
19.3,46.5,1019.3,False,26.7,82,3.5,3,2019
19.4,46.3,1019.1,False,26.7,98,3.2,3,2019
19.4,45.6,1019.2,False,26.7,85,2.7,3,2019
19.4,45.9,1019.2,False,26.5,74,2.7,3,2019
19.5,45.7,1019.3,False,26.5,87,2.8,3,2019
19.7,45.5,1019.2,False,26.4,86,3.7,3,2019
19.5,45.3,1019.2,False,26.4,89,3.7,3,2019
19.4,45.3,1019.3,False,26.2,86,4.3,3,2019
19.3,46.0,1019.3,False,26.2,101,4.1,3,2019
19.3,46.6,1019.3,False,26.1,72,3.0,3,2019
19.3,47.1,1019.3,False,26.1,76,3.1,3,2019
19.3,47.1,1019.4,False,26.0,91,4.2,3,2019
19.4,47.6,1019.2,False,25.9,79,3.3,3,2019
19.4,47.3,1019.2,False,26.0,90,4.4,3,2019
19.2,47.9,1019.3,False,25.7,85,4.1,3,2019
19.2,47.7,1019.2,False,25.6,87,4.0,3,2019
19.1,47.8,1019.2,False,25.6,104,4.0,3,2019
18.9,48.0,1019.2,False,25.6,74,3.8,3,2019
19.1,47.7,1019.2,False,25.6,79,2.8,3,2019
19.2,46.9,1019.2,False,25.6,104,2.9,3,2019
19.1,46.3,1019.1,False,25.6,75,3.3,3,2019
19.0,46.7,1019.3,False,25.5,107,3.4,3,2019
18.9,47.6,1019.3,False,25.5,77,3.6,3,2019
19.1,48.3,1019.3,False,25.5,87,3.0,3,2019
19.0,49.1,1019.3,False,25.5,87,3.6,3,2019
19.0,48.3,1019.3,False,25.9,90,4.0,3,2019
19.2,48.2,1019.3,False,25.7,85,2.9,3,2019
19.1,48.2,1019.3,False,25.7,88,3.8,3,2019
19.2,48.4,1019.4,False,25.8,90,2.8,3,2019
19.3,47.3,1019.3,False,25.7,89,4.2,3,2019
19.2,47.6,1019.4,False,25.6,91,4.4,3,2019
19.0,47.5,1019.4,False,25.6,84,3.3,3,2019
18.9,47.5,1019.4,False,25.6,82,3.1,3,2019
19.0,47.6,1019.4,False,25.6,96,3.8,3,2019
19.1,47.6,1019.4,False,25.6,86,3.0,3,2019
19.1,47.8,1019.3,False,25.7,86,4.0,3,2019
19.0,48.3,1019.3,False,25.7,91,3.4,3,2019
19.0,48.3,1019.4,False,25.7,85,3.4,3,2019
19.1,48.5,1019.3,False,25.7,97,4.1,3,2019
19.0,48.6,1019.4,False,25.8,83,3.6,3,2019
18.9,49.1,1019.4,False,25.8,99,3.3,3,2019
19.1,49.0,1019.3,False,25.8,76,3.3,3,2019
19.2,48.8,1019.3,False,25.8,95,3.4,3,2019
19.2,48.3,1019.4,False,25.4,85,4.4,3,2019
19.1,48.6,1019.3,False,25.4,80,3.7,3,2019
19.1,48.8,1019.3,False,25.3,81,4.0,3,2019
18.9,49.7,1019.3,False,25.3,90,3.1,3,2019
19.0,49.8,1019.3,False,25.2,87,2.7,3,2019
19.0,50.1,1019.2,False,25.2,86,3.1,3,2019
19.0,50.4,1019.3,False,25.3,106,3.3,3,2019
19.0,50.4,1019.3,False,25.3,106,3.3,3,2019
19.0,51.1,1019.3,False,25.2,76,3.2,3,2019
19.0,51.1,1019.3,False,25.1,76,3.0,3,2019
19.9,50.1,1014.0,False,43.3,301,1.4,4,2019
19.9,50.9,1014.0,False,43.3,91,0.8,4,2019
20.0,50.3,1014.0,False,43.3,0,1.2,4,2019
20.1,49.8,1014.0,False,43.3,54,0.7,4,2019
20.2,49.4,1014.0,False,43.6,126,0.6,4,2019
20.2,49.8,1014.0,False,43.6,88,0.6,4,2019
20.6,48.8,1013.9,False,43.5,32,0.8,4,2019
20.7,48.4,1013.9,False,43.4,138,0.4,4,2019
20.8,48.1,1013.9,False,43.3,213,0.7,4,2019
20.7,47.5,1013.9,False,43.3,0,0.5,4,2019
21.0,47.1,1013.9,False,43.5,315,0.3,4,2019
21.0,46.4,1013.8,False,43.4,48,0.5,4,2019
21.0,46.2,1013.9,False,43.2,359,0.8,4,2019
20.9,46.7,1013.9,False,43.0,137,0.7,4,2019
20.9,46.0,1013.9,False,43.2,334,0.5,4,2019
21.0,46.4,1013.9,False,43.0,52,1.3,4,2019
20.8,46.6,1013.9,False,42.6,51,0.8,4,2019
20.8,46.1,1013.9,False,42.9,311,0.8,4,2019
20.9,45.8,1013.9,False,43.0,119,0.9,4,2019
21.0,46.3,1013.9,False,43.0,9,1.1,4,2019
20.8,46.3,1013.8,False,42.9,29,1.4,4,2019
20.8,46.9,1013.9,False,42.7,338,1.0,4,2019
20.6,46.9,1013.9,False,42.7,75,1.0,4,2019
20.6,46.7,1013.8,False,42.7,118,1.1,4,2019
20.7,46.8,1013.9,False,42.7,86,0.9,4,2019
20.5,46.8,1013.9,False,42.4,145,0.9,4,2019
20.6,46.0,1013.9,False,42.6,4,1.1,4,2019
20.7,46.0,1013.9,False,42.2,125,1.7,4,2019
20.6,46.4,1013.9,False,41.9,57,0.7,4,2019
20.4,47.3,1013.8,False,41.9,45,1.3,4,2019
20.1,47.2,1013.8,False,41.7,80,1.3,4,2019
20.0,48.5,1013.8,False,41.6,69,0.6,4,2019
20.0,48.9,1013.8,False,41.6,161,1.0,4,2019
20.0,48.4,1013.9,False,42.4,0,0.8,4,2019
20.0,48.2,1013.9,False,42.2,49,0.4,4,2019
20.1,48.4,1013.9,False,42.2,201,1.2,4,2019
20.3,48.5,1013.8,False,42.4,332,1.4,4,2019
20.3,48.1,1013.9,False,42.4,221,0.6,4,2019
20.4,48.3,1013.9,False,42.3,29,2.2,4,2019
20.3,49.5,1013.8,False,41.8,208,1.1,4,2019
20.0,49.5,1013.8,False,41.6,31,0.5,4,2019
20.0,49.6,1013.9,False,41.8,218,1.7,4,2019
20.1,50.4,1013.8,False,41.7,260,0.8,4,2019
20.1,50.8,1014.0,False,41.5,218,1.6,4,2019
20.1,51.1,1013.9,False,41.3,104,1.4,4,2019
20.0,50.0,1013.9,False,41.4,0,2.0,4,2019
20.1,51.3,1014.0,False,41.5,244,0.8,4,2019
20.1,51.3,1013.9,False,41.4,0,1.0,4,2019
20.2,51.7,1014.0,False,41.3,219,0.9,4,2019
20.4,52.5,1013.9,False,41.3,2,1.1,4,2019
20.0,53.3,1013.9,False,41.3,231,1.4,4,2019
19.7,53.0,1013.8,False,41.0,329,0.7,4,2019
19.9,52.7,1013.9,False,41.1,206,0.8,4,2019
19.8,52.1,1013.8,False,41.0,108,1.7,4,2019
19.8,52.1,1013.9,False,41.1,201,0.9,4,2019
19.8,53.1,1013.8,False,41.0,19,1.4,4,2019
19.6,53.8,1013.9,False,41.0,0,0.8,4,2019
19.5,55.0,1013.9,False,40.3,199,1.1,4,2019
19.3,54.6,1013.9,False,40.5,322,1.2,4,2019
19.4,53.7,1013.8,False,40.2,1,0.8,4,2019
19.3,54.0,1013.7,False,40.2,8,1.0,4,2019
19.2,53.9,1013.8,False,40.1,14,1.2,4,2019
19.0,54.4,1013.7,False,39.9,0,1.6,4,2019
18.9,54.4,1013.7,False,39.8,226,1.0,4,2019
18.7,55.3,1013.8,False,39.9,209,1.1,4,2019
18.9,55.2,1013.8,False,39.6,270,1.5,4,2019
18.8,55.7,1013.8,False,39.5,2,1.4,4,2019
18.8,55.7,1013.8,False,39.5,2,1.4,4,2019
18.8,56.3,1013.8,False,39.1,186,1.2,4,2019
18.6,56.9,1013.6,False,39.1,346,0.5,4,2019
18.6,57.4,1013.7,False,38.9,132,1.2,4,2019
18.5,57.5,1013.8,False,39.0,188,0.8,4,2019
18.8,57.5,1013.8,False,39.0,237,1.5,4,2019
18.8,56.8,1013.8,False,39.1,240,1.8,4,2019
18.9,57.4,1013.8,False,39.1,238,1.8,4,2019
18.7,56.9,1013.8,False,38.6,199,1.6,4,2019
18.8,56.5,1013.8,False,38.7,231,2.7,4,2019
19.0,56.2,1013.7,False,38.7,173,1.5,4,2019
19.1,54.5,1013.8,False,38.7,250,0.7,4,2019
18.9,53.3,1013.8,False,38.6,210,1.7,4,2019
19.2,52.4,1013.8,False,38.5,214,1.9,4,2019
19.4,52.4,1013.8,False,38.5,207,1.9,4,2019
19.5,52.2,1013.7,False,38.5,194,1.8,4,2019
19.8,52.0,1013.7,False,38.5,241,1.7,4,2019
19.7,51.6,1013.7,False,38.4,256,1.7,4,2019
19.7,51.6,1013.7,False,38.3,204,2.9,4,2019
19.7,52.3,1013.7,False,38.1,222,1.5,4,2019
19.5,52.3,1013.6,False,38.0,208,1.7,4,2019
19.3,53.3,1013.7,False,37.9,202,1.7,4,2019
19.4,52.6,1013.7,False,37.9,214,1.2,4,2019
19.5,52.9,1013.6,False,37.7,168,1.6,4,2019
