year,round,code,compound_1,compound_2,compound_3,compound_4,compound_5,compound_6,compound_7,compound_8,stint length_1,stint length_2,stint length_3,stint length_4,stint length_5,stint length_6,stint length_7,stint length_8
2021,3,VET,SOFT,SOFT,SOFT,MEDIUM,N,N,N,N,2.0,1.0,19.0,43.0,0.0,0.0,0.0,0.0
2021,4,ALO,SOFT,MEDIUM,SOFT,N,N,N,N,N,21.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0
2021,4,BOT,SOFT,MEDIUM,SOFT,N,N,N,N,N,23.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0
2021,4,GAS,SOFT,MEDIUM,SOFT,N,N,N,N,N,18.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0
2021,4,GIO,SOFT,MEDIUM,SOFT,N,N,N,N,N,8.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0
2021,4,HAM,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,28.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0
2021,4,LAT,SOFT,MEDIUM,MEDIUM,SOFT,N,N,N,N,9.0,18.0,23.0,15.0,0.0,0.0,0.0,0.0
2021,4,LEC,SOFT,MEDIUM,SOFT,N,N,N,N,N,28.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0
2021,4,MAZ,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,22.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0
2021,4,MSC,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,23.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0
2021,4,NOR,SOFT,MEDIUM,SOFT,N,N,N,N,N,23.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0
2021,4,OCO,SOFT,MEDIUM,N,N,N,N,N,N,23.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4,PER,SOFT,MEDIUM,SOFT,N,N,N,N,N,27.0,30.0,9.0,0.0,0.0,0.0,0.0,0.0
2021,4,RAI,MEDIUM,SOFT,N,N,N,N,N,N,37.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4,RIC,SOFT,MEDIUM,SOFT,N,N,N,N,N,25.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0
2021,4,RUS,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,9.0,19.0,37.0,0.0,0.0,0.0,0.0,0.0
2021,4,SAI,SOFT,MEDIUM,SOFT,N,N,N,N,N,22.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0
2021,4,STR,SOFT,MEDIUM,SOFT,N,N,N,N,N,22.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0
2021,4,TSU,SOFT,N,N,N,N,N,N,N,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,4,VER,SOFT,MEDIUM,SOFT,N,N,N,N,N,24.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0
2021,4,VET,SOFT,MEDIUM,SOFT,N,N,N,N,N,21.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0
2021,5,ALO,MEDIUM,SOFT,N,N,N,N,N,N,45.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,BOT,SOFT,N,N,N,N,N,N,N,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,GAS,SOFT,HARD,N,N,N,N,N,N,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,GIO,SOFT,HARD,N,N,N,N,N,N,33.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,HAM,SOFT,HARD,SOFT,N,N,N,N,N,29.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0
2021,5,LAT,MEDIUM,HARD,N,N,N,N,N,N,43.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,LEC,SOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,MAZ,SOFT,HARD,N,N,N,N,N,N,34.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,MSC,SOFT,HARD,N,N,N,N,N,N,37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,NOR,SOFT,HARD,N,N,N,N,N,N,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,OCO,SOFT,MEDIUM,N,N,N,N,N,N,37.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,PER,SOFT,HARD,N,N,N,N,N,N,35.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,RAI,MEDIUM,HARD,N,N,N,N,N,N,43.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,RIC,MEDIUM,HARD,N,N,N,N,N,N,36.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,RUS,MEDIUM,HARD,N,N,N,N,N,N,31.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,SAI,SOFT,HARD,N,N,N,N,N,N,32.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,STR,HARD,SOFT,N,N,N,N,N,N,58.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,TSU,HARD,SOFT,N,N,N,N,N,N,64.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,VER,SOFT,HARD,N,N,N,N,N,N,34.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,5,VET,SOFT,HARD,N,N,N,N,N,N,31.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,6,ALO,SOFT,HARD,SOFT,SOFT,SOFT,N,N,N,7.0,27.0,13.0,1.0,3.0,0.0,0.0,0.0
2021,6,BOT,SOFT,HARD,SOFT,SOFT,N,N,N,N,11.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,GAS,SOFT,HARD,HARD,SOFT,N,N,N,N,11.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,GIO,SOFT,HARD,HARD,HARD,SOFT,N,N,N,2.0,32.0,13.0,1.0,3.0,0.0,0.0,0.0
2021,6,HAM,SOFT,HARD,HARD,SOFT,N,N,N,N,11.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,LAT,MEDIUM,HARD,SOFT,N,N,N,N,N,9.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,6,LEC,SOFT,HARD,HARD,SOFT,N,N,N,N,9.0,38.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,MAZ,SOFT,HARD,SOFT,SOFT,SOFT,SOFT,SOFT,N,9.0,25.0,10.0,2.0,1.0,1.0,3.0,0.0
2021,6,MSC,SOFT,HARD,SOFT,SOFT,SOFT,N,SOFT,N,8.0,26.0,10.0,3.0,1.0,0.0,3.0,0.0
2021,6,NOR,SOFT,HARD,HARD,SOFT,N,N,N,N,7.0,40.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,OCO,SOFT,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,6,PER,SOFT,HARD,HARD,N,SOFT,N,N,N,13.0,34.0,1.0,0.0,3.0,0.0,0.0,0.0
2021,6,RAI,MEDIUM,HARD,HARD,SOFT,N,N,N,N,13.0,34.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,RIC,SOFT,HARD,HARD,SOFT,N,N,N,N,11.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,RUS,MEDIUM,HARD,HARD,SOFT,N,N,N,N,1.0,33.0,13.0,1.0,0.0,0.0,0.0,0.0
2021,6,SAI,SOFT,HARD,HARD,SOFT,N,N,N,N,10.0,37.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,STR,HARD,N,N,N,N,N,N,N,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,6,TSU,SOFT,HARD,HARD,SOFT,N,N,N,N,9.0,38.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,6,VER,SOFT,HARD,N,N,N,N,N,N,12.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,6,VET,SOFT,HARD,HARD,SOFT,N,N,N,N,18.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0
2021,7,ALO,MEDIUM,HARD,N,N,N,N,N,N,18.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,BOT,MEDIUM,HARD,N,N,N,N,N,N,17.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,GAS,MEDIUM,HARD,N,N,N,N,N,N,17.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,GIO,HARD,MEDIUM,N,N,N,N,N,N,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,HAM,MEDIUM,HARD,N,N,N,N,N,N,19.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,LAT,MEDIUM,HARD,N,N,N,N,N,N,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,LEC,MEDIUM,HARD,MEDIUM,N,N,N,N,N,14.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0
2021,7,MAZ,HARD,MEDIUM,N,N,N,N,N,N,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,MSC,MEDIUM,HARD,N,N,N,N,N,N,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,NOR,MEDIUM,HARD,N,N,N,N,N,N,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,OCO,HARD,MEDIUM,N,N,N,N,N,N,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,PER,MEDIUM,HARD,N,N,N,N,N,N,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,RAI,HARD,MEDIUM,N,N,N,N,N,N,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,RIC,MEDIUM,HARD,N,N,N,N,N,N,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,RUS,MEDIUM,HARD,N,N,N,N,N,N,17.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,SAI,MEDIUM,HARD,N,N,N,N,N,N,17.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,STR,HARD,SOFT,N,N,N,N,N,N,34.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,TSU,MEDIUM,HARD,N,N,N,N,N,N,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,7,VER,MEDIUM,HARD,MEDIUM,N,N,N,N,N,18.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0
2021,7,VET,HARD,MEDIUM,N,N,N,N,N,N,37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,ALO,SOFT,HARD,N,N,N,N,N,N,27.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,BOT,MEDIUM,HARD,N,N,N,N,N,N,27.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,GAS,SOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,GIO,MEDIUM,HARD,N,N,N,N,N,N,23.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,HAM,MEDIUM,HARD,SOFT,N,N,N,N,N,28.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,8,LAT,MEDIUM,SOFT,HARD,N,N,N,N,N,1.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0
2021,8,LEC,SOFT,HARD,MEDIUM,N,N,N,N,N,1.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0
2021,8,MAZ,MEDIUM,HARD,N,N,N,N,N,N,21.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,MSC,MEDIUM,HARD,N,N,N,N,N,N,33.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,NOR,SOFT,HARD,N,N,N,N,N,N,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,OCO,MEDIUM,HARD,N,N,N,N,N,N,36.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,PER,SOFT,HARD,MEDIUM,N,N,N,N,N,26.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0
2021,8,RAI,HARD,MEDIUM,N,N,N,N,N,N,36.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,RIC,MEDIUM,HARD,N,N,N,N,N,N,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,RUS,MEDIUM,HARD,HARD,N,N,N,N,N,25.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2021,8,SAI,MEDIUM,HARD,N,N,N,N,N,N,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,STR,SOFT,HARD,N,N,N,N,N,N,28.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,TSU,SOFT,HARD,N,N,N,N,N,N,26.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,VER,MEDIUM,HARD,N,N,N,N,N,N,29.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,8,VET,MEDIUM,HARD,N,N,N,N,N,N,27.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,ALO,MEDIUM,HARD,N,N,N,N,N,N,32.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,BOT,MEDIUM,HARD,N,N,N,N,N,N,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,GAS,SOFT,HARD,HARD,N,N,N,N,N,13.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0
2021,9,GIO,MEDIUM,HARD,HARD,N,N,N,N,N,1.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0
2021,9,HAM,MEDIUM,HARD,HARD,N,N,N,N,N,31.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0
2021,9,LAT,MEDIUM,HARD,N,N,N,N,N,N,33.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,LEC,MEDIUM,HARD,N,N,N,N,N,N,34.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,MAZ,MEDIUM,HARD,HARD,N,N,N,N,N,27.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0
2021,9,MSC,MEDIUM,HARD,N,N,N,N,N,N,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,NOR,MEDIUM,HARD,N,N,N,N,N,N,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,OCO,MEDIUM,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,PER,MEDIUM,HARD,N,N,N,N,N,N,32.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,RAI,HARD,MEDIUM,N,N,N,N,N,N,37.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,RIC,MEDIUM,HARD,N,N,N,N,N,N,29.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,RUS,MEDIUM,HARD,N,N,N,N,N,N,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,SAI,HARD,MEDIUM,N,N,N,N,N,N,48.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,9,STR,SOFT,HARD,HARD,N,N,N,N,N,14.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0
2021,9,TSU,SOFT,HARD,HARD,N,N,N,N,N,12.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0
2021,9,VER,MEDIUM,HARD,HARD,N,N,N,N,N,32.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0
2021,9,VET,SOFT,HARD,HARD,N,N,N,N,N,17.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0
2021,10,ALO,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0
2021,10,BOT,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0
2021,10,GAS,MEDIUM,MEDIUM,HARD,SOFT,N,N,N,N,2.0,26.0,18.0,6.0,0.0,0.0,0.0,0.0
2021,10,GIO,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0
2021,10,HAM,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
2021,10,LAT,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,17.0,32.0,0.0,0.0,0.0,0.0,0.0
2021,10,LEC,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0
2021,10,MAZ,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0
2021,10,MSC,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0
2021,10,NOR,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0
2021,10,OCO,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0
2021,10,PER,HARD,HARD,MEDIUM,MEDIUM,SOFT,N,N,N,2.0,16.0,20.0,10.0,3.0,0.0,0.0,0.0
2021,10,RAI,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0
2021,10,RIC,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0
2021,10,RUS,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0
2021,10,SAI,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0
2021,10,STR,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0
2021,10,TSU,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0
2021,10,VER,MEDIUM,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,10,VET,MEDIUM,MEDIUM,HARD,N,N,N,N,N,2.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0
2021,11,ALO,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,36.0,31.0,0.0,0.0,0.0,0.0
2021,11,BOT,INTERMEDIATE,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,11,GAS,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,SOFT,N,N,N,2.0,1.0,27.0,38.0,2.0,0.0,0.0,0.0
2021,11,GIO,MEDIUM,INTERMEDIATE,INTERMEDIATE,MEDIUM,MEDIUM,HARD,N,N,1.0,1.0,1.0,8.0,22.0,36.0,0.0,0.0
2021,11,HAM,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,MEDIUM,N,N,N,2.0,2.0,15.0,28.0,23.0,0.0,0.0,0.0
2021,11,LAT,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,20.0,47.0,0.0,0.0,0.0,0.0
2021,11,LEC,INTERMEDIATE,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,11,MAZ,INTERMEDIATE,INTERMEDIATE,INTERMEDIATE,N,N,N,N,N,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,11,MSC,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,31.0,35.0,0.0,0.0,0.0,0.0
2021,11,NOR,INTERMEDIATE,INTERMEDIATE,N,N,N,N,N,N,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,11,OCO,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,34.0,33.0,0.0,0.0,0.0,0.0
2021,11,PER,INTERMEDIATE,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,11,RAI,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,SOFT,N,N,N,2.0,1.0,12.0,38.0,16.0,0.0,0.0,0.0
2021,11,RIC,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,17.0,49.0,0.0,0.0,0.0,0.0
2021,11,RUS,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,18.0,49.0,0.0,0.0,0.0,0.0
2021,11,SAI,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,29.0,38.0,0.0,0.0,0.0,0.0
2021,11,STR,INTERMEDIATE,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,11,TSU,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,19.0,48.0,0.0,0.0,0.0,0.0
2021,11,VER,INTERMEDIATE,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,MEDIUM,N,N,1.0,1.0,1.0,17.0,20.0,30.0,0.0,0.0
2021,11,VET,INTERMEDIATE,INTERMEDIATE,MEDIUM,HARD,N,N,N,N,2.0,1.0,33.0,34.0,0.0,0.0,0.0,0.0
2021,12,ALO,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,BOT,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,GAS,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,GIO,N,WET,N,N,N,N,N,N,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,HAM,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,LAT,N,WET,N,N,N,N,N,N,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,LEC,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,MAZ,N,WET,N,N,N,N,N,N,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,MSC,N,WET,N,N,N,N,N,N,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,NOR,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,OCO,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,PER,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,RAI,N,N,WET,N,N,N,N,N,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2021,12,RIC,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,RUS,N,WET,N,N,N,N,N,N,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,SAI,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,STR,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,TSU,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,VER,N,WET,N,N,N,N,N,N,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,12,VET,UNKNOWN,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,ALO,SOFT,MEDIUM,N,N,N,N,N,N,33.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,BOT,SOFT,MEDIUM,SOFT,N,N,N,N,N,31.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0
2021,13,GAS,SOFT,MEDIUM,N,N,N,N,N,N,24.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,GIO,SOFT,MEDIUM,HARD,N,N,N,N,N,27.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0
2021,13,HAM,SOFT,MEDIUM,MEDIUM,SOFT,N,N,N,N,20.0,19.0,31.0,2.0,0.0,0.0,0.0,0.0
2021,13,KUB,MEDIUM,HARD,N,N,N,N,N,N,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,LAT,MEDIUM,HARD,N,N,N,N,N,N,23.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,LEC,SOFT,HARD,N,N,N,N,N,N,34.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,MAZ,MEDIUM,HARD,N,N,N,N,N,N,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,MSC,SOFT,HARD,MEDIUM,N,N,N,N,N,4.0,26.0,39.0,0.0,0.0,0.0,0.0,0.0
2021,13,NOR,MEDIUM,HARD,N,N,N,N,N,N,42.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,OCO,SOFT,MEDIUM,N,N,N,N,N,N,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,PER,HARD,MEDIUM,SOFT,N,N,N,N,N,8.0,39.0,24.0,0.0,0.0,0.0,0.0,0.0
2021,13,RIC,SOFT,HARD,N,N,N,N,N,N,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,RUS,MEDIUM,HARD,SOFT,N,N,N,N,N,27.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,13,SAI,SOFT,HARD,N,N,N,N,N,N,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,STR,SOFT,HARD,N,N,N,N,N,N,27.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,TSU,SOFT,MEDIUM,N,N,N,N,N,N,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,13,VER,SOFT,MEDIUM,HARD,N,N,N,N,N,21.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0
2021,13,VET,SOFT,HARD,MEDIUM,N,N,N,N,N,10.0,34.0,26.0,0.0,0.0,0.0,0.0,0.0
2021,14,ALO,MEDIUM,HARD,N,N,N,N,N,N,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,14,BOT,HARD,MEDIUM,N,N,N,N,N,N,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,14,GAS,HARD,N,N,N,N,N,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,14,GIO,MEDIUM,HARD,MEDIUM,N,N,N,N,N,1.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0
2021,14,HAM,HARD,N,N,N,N,N,N,N,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,14,KUB,HARD,MEDIUM,N,N,N,N,N,N,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,14,LAT,MEDIUM,HARD,N,N,N,N,N,N,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,14,LEC,MEDIUM,HARD,N,N,N,N,N,N,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
