year,round,code,compound_1,compound_2,compound_3,compound_4,compound_5,compound_6,compound_7,compound_8,stint length_1,stint length_2,stint length_3,stint length_4,stint length_5,stint length_6,stint length_7,stint length_8
2018,1,ALO,ULTRASOFT,SOFT,N,N,N,N,N,N,25.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,BOT,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,ERI,SUPERSOFT,N,N,N,N,N,N,N,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,GAS,ULTRASOFT,N,N,N,N,N,N,N,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,GRO,ULTRASOFT,N,N,N,N,N,N,N,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,HAM,ULTRASOFT,SOFT,N,N,N,N,N,N,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,HAR,N,SOFT,ULTRASOFT,N,N,N,N,N,0.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0
2018,1,HUL,ULTRASOFT,SOFT,N,N,N,N,N,N,23.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,LEC,SUPERSOFT,SOFT,ULTRASOFT,N,N,N,N,N,19.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0
2018,1,MAG,ULTRASOFT,N,N,N,N,N,N,N,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,OCO,ULTRASOFT,SOFT,N,N,N,N,N,N,22.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,PER,ULTRASOFT,SOFT,N,N,N,N,N,N,23.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,RAI,ULTRASOFT,SOFT,N,N,N,N,N,N,17.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,RIC,SUPERSOFT,SOFT,N,N,N,N,N,N,25.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,SAI,ULTRASOFT,SOFT,N,N,N,N,N,N,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,SIR,SUPERSOFT,N,N,N,N,N,N,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,STR,SUPERSOFT,SOFT,ULTRASOFT,N,N,N,N,N,24.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0
2018,1,VAN,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,VER,SUPERSOFT,SOFT,N,N,N,N,N,N,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,VET,ULTRASOFT,SOFT,N,N,N,N,N,N,25.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,ALO,SOFT,MEDIUM,SUPERSOFT,N,N,N,N,N,13.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0
2018,2,BOT,SUPERSOFT,MEDIUM,N,N,N,N,N,N,19.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,ERI,SOFT,MEDIUM,N,N,N,N,N,N,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,GAS,SUPERSOFT,SOFT,SUPERSOFT,N,N,N,N,N,14.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0
2018,2,GRO,SUPERSOFT,SOFT,SUPERSOFT,SUPERSOFT,N,N,N,N,17.0,12.0,15.0,11.0,0.0,0.0,0.0,0.0
2018,2,HAM,SOFT,MEDIUM,N,N,N,N,N,N,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,HAR,SUPERSOFT,SOFT,SUPERSOFT,N,N,N,N,N,19.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0
2018,2,HUL,SUPERSOFT,SOFT,SUPERSOFT,N,N,N,N,N,14.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0
2018,2,LEC,SOFT,MEDIUM,SUPERSOFT,N,N,N,N,N,2.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0
2018,2,MAG,SUPERSOFT,SUPERSOFT,SOFT,N,N,N,N,N,12.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0
2018,2,OCO,SUPERSOFT,MEDIUM,SOFT,N,N,N,N,N,14.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0
2018,2,PER,SOFT,MEDIUM,SUPERSOFT,N,N,N,N,N,8.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0
2018,2,RAI,SUPERSOFT,SOFT,N,N,N,N,N,N,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,SAI,SUPERSOFT,SUPERSOFT,SOFT,N,N,N,N,N,15.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0
2018,2,SIR,SOFT,MEDIUM,SUPERSOFT,N,N,N,N,N,21.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0
2018,2,STR,SOFT,SUPERSOFT,MEDIUM,N,N,N,N,N,9.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0
2018,2,VAN,SUPERSOFT,SOFT,MEDIUM,N,N,N,N,N,9.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0
2018,2,VER,SOFT,SUPERSOFT,N,N,N,N,N,N,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,VET,SUPERSOFT,SOFT,N,N,N,N,N,N,16.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,ALO,SOFT,MEDIUM,N,N,N,N,N,N,46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,BOT,SOFT,MEDIUM,N,N,N,N,N,N,46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,ERI,SOFT,MEDIUM,N,N,N,N,N,N,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,GAS,MEDIUM,SOFT,ULTRASOFT,N,N,N,N,N,45.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,GRO,ULTRASOFT,N,MEDIUM,N,N,N,N,N,45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
2018,3,HAM,SOFT,MEDIUM,N,N,N,N,N,N,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,HAR,ULTRASOFT,N,SOFT,N,N,N,N,N,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2018,3,HUL,ULTRASOFT,MEDIUM,SOFT,N,N,N,N,N,45.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,LEC,SOFT,MEDIUM,N,N,N,N,N,N,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,MAG,SOFT,MEDIUM,N,N,N,N,N,N,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,OCO,SOFT,SOFT,ULTRASOFT,N,N,N,N,N,45.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,PER,ULTRASOFT,SOFT,SOFT,N,N,N,N,N,45.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,RAI,SOFT,MEDIUM,N,N,N,N,N,N,46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,RIC,ULTRASOFT,N,SOFT,N,N,N,N,N,46.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,SAI,ULTRASOFT,MEDIUM,SOFT,N,N,N,N,N,45.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,SIR,SOFT,MEDIUM,SOFT,N,N,N,N,N,45.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,STR,SOFT,MEDIUM,N,N,N,N,N,N,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,VAN,SOFT,MEDIUM,N,N,N,N,N,N,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,VER,ULTRASOFT,MEDIUM,SOFT,N,N,N,N,N,45.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,3,VET,SOFT,MEDIUM,N,N,N,N,N,N,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,ALO,N,SOFT,ULTRASOFT,N,N,N,N,N,0.0,39.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,4,BOT,SUPERSOFT,ULTRASOFT,N,N,N,N,N,N,39.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,ERI,N,SOFT,ULTRASOFT,ULTRASOFT,ULTRASOFT,N,N,N,0.0,17.0,18.0,3.0,12.0,0.0,0.0,0.0
2018,4,GAS,ULTRASOFT,SOFT,ULTRASOFT,N,N,N,N,N,11.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0
2018,4,GRO,SOFT,SUPERSOFT,ULTRASOFT,N,N,N,N,N,1.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0
2018,4,HAM,SUPERSOFT,SOFT,ULTRASOFT,N,N,N,N,N,21.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,4,HAR,N,ULTRASOFT,SUPERSOFT,ULTRASOFT,N,N,N,N,0.0,21.0,17.0,12.0,0.0,0.0,0.0,0.0
2018,4,HUL,ULTRASOFT,N,N,N,N,N,N,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,LEC,SUPERSOFT,SOFT,ULTRASOFT,N,N,N,N,N,23.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,4,MAG,N,SOFT,ULTRASOFT,N,N,N,N,N,0.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0
2018,4,OCO,ULTRASOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,PER,ULTRASOFT,SOFT,SUPERSOFT,N,N,N,N,N,1.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,4,RAI,N,SOFT,ULTRASOFT,N,N,N,N,N,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0
2018,4,RIC,SUPERSOFT,ULTRASOFT,N,N,N,N,N,N,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,SAI,ULTRASOFT,SOFT,ULTRASOFT,N,N,N,N,N,14.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,4,SIR,SUPERSOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,STR,SUPERSOFT,SOFT,ULTRASOFT,N,N,N,N,N,22.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,4,VAN,SUPERSOFT,SOFT,ULTRASOFT,ULTRASOFT,ULTRASOFT,N,N,N,16.0,8.0,14.0,7.0,5.0,0.0,0.0,0.0
2018,4,VER,SUPERSOFT,ULTRASOFT,N,N,N,N,N,N,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,VET,SUPERSOFT,SOFT,ULTRASOFT,N,N,N,N,N,28.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,5,ALO,SUPERSOFT,MEDIUM,N,N,N,N,N,N,20.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,BOT,SOFT,MEDIUM,N,N,N,N,N,N,18.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,ERI,MEDIUM,SOFT,N,N,N,N,N,N,34.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,GAS,SOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,GRO,SOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,HAM,SOFT,MEDIUM,N,N,N,N,N,N,23.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,HAR,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,3.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0
2018,5,HUL,SOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,LEC,SOFT,MEDIUM,N,N,N,N,N,N,19.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,MAG,SOFT,MEDIUM,N,N,N,N,N,N,31.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,OCO,SOFT,MEDIUM,N,N,N,N,N,N,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,PER,SOFT,MEDIUM,SOFT,N,N,N,N,N,25.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0
2018,5,RAI,SOFT,N,N,N,N,N,N,N,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,RIC,SOFT,MEDIUM,N,N,N,N,N,N,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,SAI,SOFT,MEDIUM,N,N,N,N,N,N,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,SIR,SOFT,MEDIUM,MEDIUM,SUPERSOFT,N,N,N,N,3.0,20.0,17.0,22.0,0.0,0.0,0.0,0.0
2018,5,STR,SOFT,MEDIUM,N,N,N,N,N,N,19.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,VAN,SOFT,MEDIUM,N,N,N,N,N,N,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,VER,SOFT,MEDIUM,N,N,N,N,N,N,33.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,VET,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,16.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0
2018,6,ALO,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,BOT,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,16.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,ERI,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,16.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,GAS,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,36.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,GRO,ULTRASOFT,SUPERSOFT,HYPERSOFT,N,N,N,N,N,14.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,6,HAM,HYPERSOFT,ULTRASOFT,N,N,N,N,N,N,11.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,HAR,HYPERSOFT,ULTRASOFT,N,N,N,N,N,N,12.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,HUL,ULTRASOFT,HYPERSOFT,N,N,N,N,N,N,49.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,LEC,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,13.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,MAG,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,16.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,OCO,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,22.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,PER,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,20.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,RAI,HYPERSOFT,ULTRASOFT,N,N,N,N,N,N,16.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,RIC,HYPERSOFT,ULTRASOFT,N,N,N,N,N,N,15.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,SAI,HYPERSOFT,ULTRASOFT,N,N,N,N,N,N,15.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,SIR,HYPERSOFT,HYPERSOFT,ULTRASOFT,SUPERSOFT,N,N,N,N,6.0,12.0,30.0,28.0,0.0,0.0,0.0,0.0
2018,6,STR,ULTRASOFT,SUPERSOFT,HYPERSOFT,HYPERSOFT,N,N,N,N,8.0,25.0,25.0,17.0,0.0,0.0,0.0,0.0
2018,6,VAN,ULTRASOFT,SUPERSOFT,HYPERSOFT,N,N,N,N,N,19.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0
2018,6,VER,ULTRASOFT,HYPERSOFT,N,N,N,N,N,N,46.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,VET,HYPERSOFT,ULTRASOFT,N,N,N,N,N,N,15.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,ALO,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,BOT,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,ERI,N,SUPERSOFT,N,N,N,N,N,N,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,GAS,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,22.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,GRO,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,47.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,HAM,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,HAR,HYPERSOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,HUL,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,12.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,LEC,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,18.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,MAG,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,21.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,OCO,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,PER,HYPERSOFT,SUPERSOFT,SUPERSOFT,N,N,N,N,N,8.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0
2018,7,RAI,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,31.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,RIC,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,16.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,SAI,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,SIR,SUPERSOFT,ULTRASOFT,N,N,N,N,N,N,25.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,STR,ULTRASOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,VAN,N,SUPERSOFT,HYPERSOFT,N,N,N,N,N,0.0,47.0,20.0,0.0,0.0,0.0,0.0,0.0
2018,7,VER,HYPERSOFT,SUPERSOFT,N,N,N,N,N,N,15.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,VET,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,ALO,N,SOFT,ULTRASOFT,N,N,N,N,N,0.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0
2018,8,BOT,N,SOFT,SUPERSOFT,N,N,N,N,N,0.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0
2018,8,ERI,SUPERSOFT,ULTRASOFT,N,N,N,N,N,N,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,GAS,SUPERSOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,GRO,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,HAM,SUPERSOFT,SOFT,N,N,N,N,N,N,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,HAR,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,HUL,SOFT,ULTRASOFT,N,N,N,N,N,N,36.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,LEC,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,MAG,ULTRASOFT,SOFT,N,N,N,N,N,N,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,OCO,ULTRASOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,PER,SOFT,N,N,N,N,N,N,N,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,RAI,ULTRASOFT,SUPERSOFT,N,N,N,N,N,N,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,RIC,SUPERSOFT,SOFT,N,N,N,N,N,N,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,SAI,ULTRASOFT,SOFT,N,N,N,N,N,N,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,SIR,N,SOFT,N,N,N,N,N,N,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,STR,N,SOFT,N,N,N,N,N,N,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,VAN,SUPERSOFT,ULTRASOFT,N,N,N,N,N,N,39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,VER,SUPERSOFT,SOFT,N,N,N,N,N,N,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,8,VET,N,SOFT,ULTRASOFT,N,N,N,N,N,0.0,39.0,13.0,0.0,0.0,0.0,0.0,0.0
2018,9,ALO,SUPERSOFT,SOFT,N,N,N,N,N,N,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,BOT,SUPERSOFT,N,N,N,N,N,N,N,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,ERI,SOFT,SUPERSOFT,N,N,N,N,N,N,44.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,GAS,SUPERSOFT,SOFT,N,N,N,N,N,N,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,GRO,ULTRASOFT,SOFT,N,N,N,N,N,N,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,HAM,SUPERSOFT,SOFT,SUPERSOFT,N,N,N,N,N,23.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0
2018,9,HAR,SUPERSOFT,N,N,N,N,N,N,N,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,HUL,ULTRASOFT,N,N,N,N,N,N,N,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,LEC,SUPERSOFT,SOFT,N,N,N,N,N,N,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,MAG,ULTRASOFT,SOFT,N,N,N,N,N,N,27.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,OCO,SUPERSOFT,SOFT,N,N,N,N,N,N,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,PER,SUPERSOFT,SOFT,N,N,N,N,N,N,26.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,RAI,ULTRASOFT,SOFT,N,N,N,N,N,N,14.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,RIC,SUPERSOFT,SOFT,SUPERSOFT,N,N,N,N,N,14.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0
2018,9,SAI,ULTRASOFT,SOFT,SUPERSOFT,N,N,N,N,N,14.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0
2018,9,SIR,SUPERSOFT,SOFT,ULTRASOFT,N,N,N,N,N,23.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0
2018,9,STR,ULTRASOFT,SOFT,SUPERSOFT,N,N,N,N,N,14.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0
2018,9,VAN,N,SOFT,SOFT,N,N,N,N,N,0.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0
2018,9,VER,SUPERSOFT,SOFT,N,N,N,N,N,N,14.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,9,VET,ULTRASOFT,SOFT,N,N,N,N,N,N,14.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,ALO,SOFT,MEDIUM,SOFT,N,N,N,N,N,12.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0
2018,10,BOT,SOFT,MEDIUM,N,N,N,N,N,N,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,ERI,SOFT,MEDIUM,N,N,N,N,N,N,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,GAS,SOFT,MEDIUM,SOFT,N,N,N,N,N,19.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0
2018,10,GRO,SOFT,MEDIUM,N,N,N,N,N,N,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,HAM,SOFT,MEDIUM,N,N,N,N,N,N,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,HUL,MEDIUM,HARD,N,N,N,N,N,N,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,LEC,SOFT,N,N,N,N,N,N,N,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,MAG,SOFT,MEDIUM,N,N,N,N,N,N,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,OCO,SOFT,MEDIUM,N,N,N,N,N,N,18.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,PER,SOFT,MEDIUM,SOFT,N,N,N,N,N,12.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0
2018,10,RAI,SOFT,MEDIUM,SOFT,N,N,N,N,N,12.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0
2018,10,RIC,SOFT,MEDIUM,SOFT,N,N,N,N,N,17.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0
2018,10,SAI,MEDIUM,HARD,SOFT,N,N,N,N,N,16.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0
2018,10,SIR,SOFT,MEDIUM,N,N,N,N,N,N,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,STR,MEDIUM,SOFT,N,N,N,N,N,N,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,10,VAN,SOFT,MEDIUM,SOFT,N,N,N,N,N,20.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0
2018,10,VER,SOFT,MEDIUM,SOFT,N,N,N,N,N,16.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0
2018,10,VET,SOFT,MEDIUM,SOFT,N,N,N,N,N,18.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0
2018,11,ALO,SOFT,MEDIUM,INTERMEDIATE,SOFT,N,N,N,N,30.0,12.0,4.0,18.0,0.0,0.0,0.0,0.0
2018,11,BOT,ULTRASOFT,SOFT,ULTRASOFT,N,N,N,N,N,27.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0
2018,11,ERI,SOFT,ULTRASOFT,N,N,N,N,N,N,37.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,11,GAS,SOFT,WET,ULTRASOFT,N,N,N,N,N,42.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0
